"Monto";"Cantidad";"level3";"Proveedor";"Municipios"
310.103;1;Aceites vegetales y grasas comestibles;"""Hector""";Municipalidad de Chiguayante
13.004.610;11;Aceites vegetales y grasas comestibles;"""Jonathan Andres""";Municipalidad de Santa Bárbara
4.820.481;38;Bebidas y comidas infantiles;"""Magali Cantergiani H""";Municipalidad de Traiguén
754.629;5;Empanadas, tartas y pies;"""july""";Municipalidad de Collipulli
119.166;1;Empanadas, tartas y pies;"""Distribuidora Seguel Limitada""";Municipalidad de Lota
212.845;1;Aceites vegetales y grasas comestibles;"""Hilda De Las Mercedes """;Municipalidad de Pemuco
113.225;1;Empanadas, tartas y pies;"""MARIANELLA""";Municipalidad de Tocopilla
1.056.339;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""La paloma""";Municipalidad de Putre
153.715;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Copiapo
846.908;1;Empanadas, tartas y pies;"""Patricio Alejandro Echeverría Rosas""";Municipalidad de Cabrero
167.180;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Tirúa
2.348.563;1;Aceites vegetales y grasas comestibles;"""Katrina """;Municipalidad de Cabildo
93.367;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Supermercado Paulina""";Municipalidad de Timaukel
54.800;1;Grasas y aceites animales comestibles;"""ximena Ibacache robles""";Municipalidad de Rio Hurtado
289.685;3;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Máfil
5.434.358;6;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Temuco
149.941;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SARA LIDIA""";Municipalidad de Nacimiento
121.283;1;Acompañamientos preparados;"""Abastecedora del Comercio Ltda.""";Municipalidad de Quilpue
287.404;1;Ensaladas preparadas;"""Redoffice""";Municipalidad de Copiapo
165.771;1;Empanadas, tartas y pies;"""JUAN ENRIQUE""";Municipalidad de Peralillo
1.779.005;10;Empanadas, tartas y pies;"""fricarne2""";Municipalidad de Nueva Imperial
173.821;2;Bebidas y comidas infantiles;"""Luis Alberto""";Municipalidad de Longaví
14.077.984;53;Aceites vegetales y grasas comestibles;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
443.618;2;Empanadas, tartas y pies;"""JOSE MARCELO""";Municipalidad de Pucón
5.794.236;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Supergigante Comercial Aquiles Barra Mendez E.I.R.L.""";Municipalidad de Longaví
126.184;1;Bebidas y comidas infantiles;"""CLAUDIA ALEJANDRINA""";Municipalidad de Til Til
19.388;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Lo Barnechea
246.237;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Tirúa
216.381;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Chucri Hazín y Cía.Ltda.""";Municipalidad de Mulchén
1.010.530;1;Bebidas y comidas infantiles;"""CENTRO""";Municipalidad de Ñiquen
3.778.136;4;Ensaladas preparadas;"""HUERTOS DEL SUR""";Municipalidad de La Pintana
80.687;1;Empanadas, tartas y pies;"""COMERCIALIZADORA LA MAULINA""";Municipalidad de Linares
2.497.702;5;Aceites vegetales y grasas comestibles;"""JUAN MANUEL""";Municipalidad de Monte Patria
563.557;3;Empanadas, tartas y pies;"""AdelaHarrera""";Municipalidad de Marchigüe
418.580;1;Bebidas y comidas infantiles;"""Manuel Navarro Gomez""";Municipalidad de Paillaco
4.023.365;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de San Bernardo
465.660;2;Aceites vegetales y grasas comestibles;"""GUSTAVO FREDES LOPEZ""";Municipalidad de Litueche
3.497.884;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Antuco""";Municipalidad de Los Ángeles
378.251;2;Aceites vegetales y grasas comestibles;"""Americanos""";Municipalidad de Palena
593.800;1;Bebidas y comidas infantiles;"""CARLOS HUMBERTO""";Municipalidad de Perquenco
10.434;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Concepción
1.135.658;1;Empanadas, tartas y pies;"""PANADERIA LA PERLA""";Municipalidad de San Antonio
2.166.974;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""carmen rosa mendez donoso""";Municipalidad de Putaendo
9.537.036;95;Bebidas y comidas infantiles;"""ComercialrRossy""";Municipalidad de El Carmen
190.292;1;Ensaladas preparadas;"""NOELLY ISABEL ALMENDRAS RIVEROS""";Municipalidad de Quilleco
8.171.928;2;Grasas y aceites animales comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Maipú
251.392;1;Empanadas, tartas y pies;"""pasteleria tatiyan Ltda.""";Municipalidad de Nacimiento
18.255.664;30;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Adolfo segundo""";Municipalidad de Pitrufquén
219.347;2;Aceites vegetales y grasas comestibles;"""Maria Elena""";Municipalidad de Longaví
127.342;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Marisol de las Mercedes""";Municipalidad de Longaví
749.686;4;Empanadas, tartas y pies;"""DULZURA REAL""";Municipalidad de Calera de Tango
51.239.595;25;Acompañamientos preparados;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
31.288;1;Acompañamientos preparados;"""Richard Eduardo """;Municipalidad de Cisnes
1.358.144;1;Empanadas, tartas y pies;"""fabiola  correa""";Municipalidad de Curicó
706.246;3;Ensaladas preparadas;"""Punto Rabie""";Municipalidad de Monte Patria
700.803;2;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Diego de Almagro
2.502.531;7;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""maco""";Municipalidad de Los Lagos
3.925.118;1;Aceites vegetales y grasas comestibles;"""ANDRO DAVID LAFUENTE FERNANDEZ""";Municipalidad de Colchane
14.613.023;47;Acompañamientos preparados;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
40.094.100;4;Bebidas y comidas infantiles;"""COMERCIAL FARMABIZA LIMITADA""";Municipalidad de Iquique
16.585;1;Bebidas y comidas infantiles;"""Panaderia Condell""";Municipalidad de Olmué
108.042;1;Grasas y aceites animales comestibles;"""maco""";Municipalidad de Los Lagos
4.070.581;12;Empanadas, tartas y pies;"""jobercar""";Municipalidad de Tucapel
84.986;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""canario""";Municipalidad de Llay Llay
54.789;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Linares
71.792;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""chilefresh""";Municipalidad de Lo Prado
95.645;1;Bebidas y comidas infantiles;"""jobercar""";Municipalidad de Tucapel
1.483.483;4;Empanadas, tartas y pies;"""fricarne2""";Municipalidad de Pitrufquén
100.320;1;Ensaladas preparadas;"""HUERTOS DEL SUR""";Municipalidad de Maipú
249.120;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Brich""";Municipalidad de Colchane
1.129.260;5;Empanadas, tartas y pies;"""Hugo Hernández C.""";Municipalidad de Hualqui
345.260;1;Ensaladas preparadas;"""Punto Rabie""";Municipalidad de Hijuelas
805.324;2;Empanadas, tartas y pies;"""Fabiola Andrea Moya Galleguillos""";Municipalidad de Renaico
139.573;1;Grasas y aceites animales comestibles;"""CLAUDIA ELIZABETH""";Municipalidad de Camarones
310.533;1;Ensaladas preparadas;"""FABIOLA ROSARIO """;Municipalidad de Canela
1.526.482;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Coquimbo
1.271.477;1;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Corral
197.960;12;Bebidas y comidas infantiles;"""carmen rosa mendez donoso""";Municipalidad de Putaendo
205.034;1;Empanadas, tartas y pies;"""GUSTAVO""";Municipalidad de Cabildo
545.907;4;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de La Unión
607.792;1;Aceites vegetales y grasas comestibles;"""Centro de Asesoría y Capacitación técnica y Profes""";Municipalidad de San Carlos
87.008;1;Aceites vegetales y grasas comestibles;"""Panadería y Pastelería María Teresa""";Municipalidad de Lebu
815.687;1;Grasas y aceites animales comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de San Bernardo
4.855.504;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Huechuraba
4.202.718;6;Ensaladas preparadas;"""Redoffice""";Municipalidad de San Antonio
874.471;1;Grasas y aceites animales comestibles;"""Comercial Antuco""";Municipalidad de Los Ángeles
309.796;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Trehuaco
181.198;1;Empanadas, tartas y pies;"""Yohanina Maryori """;Municipalidad de Los Ángeles
1.993.375;3;Aceites vegetales y grasas comestibles;"""Distribuidora BKN""";Municipalidad de La Ligua
94.621;1;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de Cañete
7.228.213;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""La Posada""";Municipalidad de Quilaco
838.249;3;Aceites vegetales y grasas comestibles;"""EBENEZER2""";Municipalidad de Pozo al Monte
80.551;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Canela
943.179;5;Empanadas, tartas y pies;"""GLENDA PAZ BERNARDITA PINO PINO""";Municipalidad de Marchigüe
193.020;1;Aceites vegetales y grasas comestibles;"""Bernardino Antonio""";Municipalidad de Yerbas Buenas
132.306;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luvaly SPA""";Municipalidad de Concepción
1.064.517;1;Empanadas, tartas y pies;"""César Antonio""";Municipalidad de Chimbarongo
352.512;1;Empanadas, tartas y pies;"""CLAUDIA ALEJANDRINA""";Municipalidad de Til Til
1.402.601;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Talca
163.044;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Sara Fuentes Menares""";Municipalidad de Cartagena
16.876.832;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""HUERTOS DEL SUR""";Municipalidad de Independencia
1.294.272;1;Empanadas, tartas y pies;"""Miguel Angel Retamal Ferrada""";Municipalidad de Coihueco
471.451;1;Grasas y aceites animales comestibles;"""nancy calderon""";Municipalidad de Río Ibáñez
4.678.882;10;Aceites vegetales y grasas comestibles;"""ximena Ibacache robles""";Municipalidad de Rio Hurtado
4.269.224;7;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Hualpén
1.166.875;1;Acompañamientos preparados;"""pasteleria tatiyan Ltda.""";Municipalidad de Los Ángeles
156.447;1;Bebidas y comidas infantiles;"""bristela""";Municipalidad de Empedrado
176.072;1;Empanadas, tartas y pies;"""PAOLA PILAR""";Municipalidad de San Antonio
180.968;1;Grasas y aceites animales comestibles;"""SUPERMERCADO GHISELLINI""";Municipalidad de Lumaco
332.310;2;Empanadas, tartas y pies;"""Pan Recoleta""";Municipalidad de Lo Prado
1.429.890;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""LEON PARRO S.A.""";Municipalidad de La Pintana
1.657.986;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Santa Juana
11.033.650;23;Empanadas, tartas y pies;"""LORETO""";Municipalidad de Concón
725.922;1;Empanadas, tartas y pies;"""Erika Mirtha""";Municipalidad de Colchane
207.358;1;Grasas y aceites animales comestibles;"""Anyela fernanda""";Municipalidad de Colbún
4.913.691;6;Aceites vegetales y grasas comestibles;"""supermercado los aromos""";Municipalidad de Florida
732.476;6;Aceites vegetales y grasas comestibles;"""claudiomaldonadoc""";Municipalidad de Cochamó
4.359.154;3;Empanadas, tartas y pies;"""vicvic""";Municipalidad de Tucapel
393.605;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de San Felipe
4.314.798;1;Aceites vegetales y grasas comestibles;"""Distribuidora Ecomark Coronel Ltda.""";Municipalidad de Santa Bárbara
2.566.862;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Coronel
846.950;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""asesorias agricolas hortisur ltda""";Municipalidad de Malloa
288.094;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Copiapo
5.166.346;3;Empanadas, tartas y pies;"""CONSULTORA SERGIO CACERES E.I.R.L.""";Municipalidad de San Clemente
383.099;4;Empanadas, tartas y pies;"""Lucia Troncoso Hueitra""";Municipalidad de Lago Ranco
8.167.224;3;Aceites vegetales y grasas comestibles;"""MARIBEL""";Municipalidad de Recoleta
417.196;2;Acompañamientos preparados;"""Magali Cantergiani H""";Municipalidad de Traiguén
12.684;1;Bebidas y comidas infantiles;"""Liseth Diaz Ramirez """;Municipalidad de Victoria
84.501;2;Acompañamientos preparados;"""Ivan Cid Lantaño""";Municipalidad de Alto BíoBio
3.553.991;1;Empanadas, tartas y pies;"""Pablo Alejandro""";Municipalidad de Mejillones
2.981.029;2;Grasas y aceites animales comestibles;"""Manuel Navarro Gomez""";Municipalidad de Paillaco
834.792;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice XII""";Municipalidad de Punta Arenas
7.232.534;23;Aceites vegetales y grasas comestibles;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
324.671;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de La Calera
419.320;1;Acompañamientos preparados;"""ELINA FLORINDA""";Municipalidad de Tirúa
1.086.883;3;Aceites vegetales y grasas comestibles;"""la colerica""";Municipalidad de Quirihue
1.352.871;3;Empanadas, tartas y pies;"""EDGARDO FIERRO POBLETE""";Municipalidad de Romeral
279.706;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""CLAUDIA DEL CARMEN""";Municipalidad de Longaví
1.105.430;14;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""JUAN ENRIQUE""";Municipalidad de Marchigüe
253.708;1;Aceites vegetales y grasas comestibles;"""COMERCIALIZADORA PEREZ ESPINOZA""";Municipalidad de San Bernardo
8.945.533;12;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Panaderia Condell""";Municipalidad de Olmué
1.356.568;5;Empanadas, tartas y pies;"""BLANCA DEL CARMEN PACHECO GUERRA""";Municipalidad de Puchuncaví
6.700.002;14;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Gustavo Hernan """;Municipalidad de Paredones
10.615.894;9;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Ovalle
13.894.055;50;Empanadas, tartas y pies;"""Fresia del Carmen""";Municipalidad de Cochamó
188.077;1;Ensaladas preparadas;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Freire
1.522.472;1;Bebidas y comidas infantiles;"""Sociedad Distribuidora Las Pataguas Ltda.""";Municipalidad de Cauquenes
2.026.400;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Punto Rabie""";Municipalidad de Calama
1.580.076;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Antuco""";Municipalidad de Coronel
328.018;3;Empanadas, tartas y pies;"""JOSE GONZALO""";Municipalidad de Curepto
23.350;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ABATTE OFFICITY""";Municipalidad de Renca
241.974;1;Empanadas, tartas y pies;"""Sonia Elisa""";Municipalidad de Lago Ranco
337.578;2;Bebidas y comidas infantiles;"""Supermercado  San Antonio""";Municipalidad de Taltal
402.267;1;Acompañamientos preparados;"""vidriosaluminiosdupre""";Municipalidad de Ancud
639.544;2;Empanadas, tartas y pies;"""raul enrique""";Municipalidad de Yumbel
3.461.585;6;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de San Pedro de la Paz
36.670.404;26;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
108.251;1;Empanadas, tartas y pies;"""DINNA ELENA""";Municipalidad de Vicuña
452.160;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""www.coffebreak.cl -- Facilitador de eventos""";Municipalidad de Coronel
191.693;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Andacollo
44.449.495;27;Acompañamientos preparados;"""SUPERMERCADO LA MUNDIAL""";Municipalidad de Loncoche
123.563;1;Bebidas y comidas infantiles;"""RIZZIERCI RENE ANTONIO MUNOZ FUENTES""";Municipalidad de Parral
4.487.256;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Padre Las Casas
1.874.442;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Cerro Navia
2.997.190;3;Empanadas, tartas y pies;"""Paul Sixto Puentes Morales""";Municipalidad de Las Condes
324.208;7;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERFRUT S.A.""";Municipalidad de Torres del Paine
130.274;2;Empanadas, tartas y pies;"""Nancy Soledad Urube Pveda""";Municipalidad de Futaleufú
259.234;1;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Graneros
618.452;2;Acompañamientos preparados;"""Patricio Alejandro Echeverría Rosas""";Municipalidad de Cabrero
167.839;1;Empanadas, tartas y pies;"""Jeannette Gálvez""";Municipalidad de Peralillo
3.446.668;5;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Puerto Montt
25.030.861;17;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Jonathan Andres""";Municipalidad de Santa Bárbara
144.322;1;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de La Cisterna
1.569.531;4;Aceites vegetales y grasas comestibles;"""Javiera Constanza Romero Romero""";Municipalidad de Yerbas Buenas
853.890;1;Empanadas, tartas y pies;"""Daniel """;Municipalidad de El Tabo
105.976;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Supermercado Holzapfel""";Municipalidad de Toltén
814.891;3;Empanadas, tartas y pies;"""jorge sebastian""";Municipalidad de Constitución
4.398.186;8;Aceites vegetales y grasas comestibles;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Puerto Montt
1.100.812;3;Empanadas, tartas y pies;"""Margarita Arcadia""";Municipalidad de Nacimiento
2.597.172;1;Empanadas, tartas y pies;"""fricarne2""";Municipalidad de Temuco
2.410.898;1;Empanadas, tartas y pies;"""marisol moreno ibarra""";Municipalidad de Chépica
10.178.962;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de San Felipe
830.674;2;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Temuco
210.592;1;Aceites vegetales y grasas comestibles;"""CASAGAMOVI""";Municipalidad de Codegua
254.853;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Guillermo  Enrique""";Municipalidad de Ranquil
302.467;1;Empanadas, tartas y pies;"""CAMPING ALAMEDA""";Municipalidad de Hualqui
92;1;Bebidas y comidas infantiles;"""CELSO MANUEL""";Municipalidad de Penco
358.276;1;Aceites vegetales y grasas comestibles;"""SUPERMERCADO Y FERRETERIA LOS PEREZ""";Municipalidad de Tirúa
4.512.193;10;Aceites vegetales y grasas comestibles;"""MILDREN MUÑOZ GUTIERREZ""";Municipalidad de Hualqui
1.202.789;1;Empanadas, tartas y pies;"""Pablo """;Municipalidad de Santa Bárbara
22.336;1;Aceites vegetales y grasas comestibles;"""RODRIGO """;Municipalidad de Contulmo
4.665.075;7;Aceites vegetales y grasas comestibles;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Río Bueno
4.125.777;3;Empanadas, tartas y pies;"""panaderia el grano""";Municipalidad de Ercilla
295.273;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Tirúa
3.091.670;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""HUERTOS DEL SUR""";Municipalidad de San Ramón
7.176.249;30;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""nickcia""";Municipalidad de Puqueldón
179.963;7;Acompañamientos preparados;"""Alda Nora""";Municipalidad de Cisnes
181.749;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Pablo César """;Municipalidad de Monte Patria
40.361;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Calbuco
106.353;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de San Carlos
1.470.896;1;Empanadas, tartas y pies;"""Alicia Aida Salas Fernandez""";Municipalidad de Colbún
78.968;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Freire
153.612;2;Empanadas, tartas y pies;"""carmen rosa mendez donoso""";Municipalidad de Putaendo
91.005;1;Aceites vegetales y grasas comestibles;"""Supermercado yTransporte Lorenzo Muñoz Canobi EIRL""";Municipalidad de Nueva Imperial
287.823;2;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Calbuco
299.283;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""JASA MUÑOZ E.I.R.L.""";Municipalidad de El Monte
8.902.117;10;Aceites vegetales y grasas comestibles;"""alejandra nataly""";Municipalidad de Calbuco
2.222.842;1;Empanadas, tartas y pies;"""GASTROHOTEL LIMITADA""";Municipalidad de Camiña
627.038;4;Aceites vegetales y grasas comestibles;"""HUGO E. PINO OJEDA""";Municipalidad de Río Negro
871.021;1;Aceites vegetales y grasas comestibles;"""Lessly Karen """;Municipalidad de Cauquenes
1.058.028;8;Acompañamientos preparados;"""LOS PRODUCTORES""";Municipalidad de El Carmen
250.085;1;Empanadas, tartas y pies;"""Gustavo Hernan """;Municipalidad de Paredones
128.275;1;Aceites vegetales y grasas comestibles;"""michele angelo""";Municipalidad de Bulnes
18.497.700;1;Aceites vegetales y grasas comestibles;"""ANA MARIA""";Municipalidad de Molina
131.660;1;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Lo Prado
162.205;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luis Osvaldo Mellado Reyes""";Municipalidad de Pencahue
541.592;2;Empanadas, tartas y pies;"""Ricardo Tapia Quezada""";Municipalidad de Lampa
36.360;1;Grasas y aceites animales comestibles;"""Supermercado  San Antonio""";Municipalidad de Taltal
911.033;2;Empanadas, tartas y pies;"""Coctel""";Municipalidad de Caldera
33.498;1;Empanadas, tartas y pies;"""doris """;Municipalidad de Cabrero
1.132.181;4;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de La Calera
30.062;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Yumbel
378.824;1;Acompañamientos preparados;"""BORIS ALEXIS """;Municipalidad de Pemuco
1.656.927;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DEMERCADO""";Municipalidad de San Ramón
243.425;1;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Talca
117.674;1;Aceites vegetales y grasas comestibles;"""Isabel """;Municipalidad de Puerto Varas
466.081;1;Bebidas y comidas infantiles;"""Jose Antonio""";Municipalidad de Coronel
145.370;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Angol
539.904;1;Acompañamientos preparados;"""Gloria de las Mercedes Cañete Duran""";Municipalidad de Lampa
3.356.962;2;Ensaladas preparadas;"""RED OFFICE SUR LTDA.""";Municipalidad de Temuco
620.128;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Cañete
1.090.664;5;Acompañamientos preparados;"""INVERSIONES CHAVES Y COMPAÑIA LIMITADA""";Municipalidad de Penco
41.647;1;Ensaladas preparadas;"""BRAULIO RODRIGO""";Municipalidad de Hualaihue
10.488.261;48;Aceites vegetales y grasas comestibles;"""Donde Juanito""";Municipalidad de Lonquimay
2.425.934;12;Aceites vegetales y grasas comestibles;"""BLANCA NIEVES TORRES CASANOVA""";Municipalidad de Palena
94.755;1;Bebidas y comidas infantiles;"""Manuel Antonio""";Municipalidad de San José de Maipo
68.487;2;Bebidas y comidas infantiles;"""Alejandra""";Municipalidad de Los Álamos
3.802.482;2;Acompañamientos preparados;"""Dist. y Comerc. Gabriela Paiva Caceres E.I.R.L.""";Municipalidad de Cauquenes
37.788;1;Grasas y aceites animales comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Macúl
135.969;1;Empanadas, tartas y pies;"""Anita""";Municipalidad de San Felipe
353.322;1;Aceites vegetales y grasas comestibles;"""Supermercado Paulina""";Municipalidad de Timaukel
224.480;1;Grasas y aceites animales comestibles;"""Mantenciones y negocios del Sur Ltda.		 """;Municipalidad de Puerto Varas
243.404;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de La Cisterna
3.140.148;13;Empanadas, tartas y pies;"""fricarne2""";Municipalidad de Freire
126.593;1;Bebidas y comidas infantiles;"""LAS TRES MARIAS""";Municipalidad de Tocopilla
410.448;1;Empanadas, tartas y pies;"""Claudio Gonzalo""";Municipalidad de Los Andes
427.094;2;Ensaladas preparadas;"""Redoffice""";Municipalidad de Andacollo
754.526;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""JOSE GONZALO""";Municipalidad de Curepto
329.496;1;Bebidas y comidas infantiles;"""Venta PC""";Municipalidad de Temuco
203.486;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Monte Patria
114.650;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de San Ignacio
514.241;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Quillota
1.540.385;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Dalcahue
